Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",27567,6629,3716,4180,1651,411,3586,3790,1253,4987,428,,136,27431,,,,13.48,15.16,5.99,1.49,13.01,13.75,4.55,18.09,1.55
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/2/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=560.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%202nd%20Nov%202011%20Ext.pdf",10188,2188,1353,1685,651,122,1273,1430,472,1787,158,,46,10142,,,,13.28,16.54,6.39,1.2,12.5,14.04,4.63,17.54,1.55
Dagahaley,Kenya,40.2881,0.191389,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",124703,36621,12790,17252,8286,1973,12624,16237,7266,25486,2165,52,5068,119509,71,3,,10.26,13.83,6.64,1.58,10.12,13.02,5.83,20.44,1.74
Hagadera,Kenya,40.35,0.001111,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",140770,44437,13283,16746,10111,2351,12620,15761,8277,30658,2496,,3664,137096,2,4,,9.44,11.9,7.18,1.67,8.96,11.2,5.88,21.78,1.77
Ifo,Kenya,40.3131,0.108611,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",122984,40760,11351,14654,8466,2222,11131,13925,7123,26531,2332,5,8735,113039,929,62,,9.23,11.92,6.88,1.81,9.05,11.32,5.79,21.57,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,,,13.48,15.16,5.99,1.49,13.01,13.75,4.54,18.09,1.55
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",37203,9337,5148,5474,2055,541,4785,4934,1599,6979,625,,446,36756,1,,,13.84,14.71,5.52,1.45,12.86,13.26,4.3,18.76,1.68
Kambioos,Kenya,40.393056,-0.044167,11/14/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=585.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",10213,2188,1357,1689,655,122,1273,1434,476,1790,158,,46,10167,,,,13.29,16.54,6.41,1.19,12.46,14.04,4.66,17.53,1.55
Dagahaley,Kenya,40.2881,0.191389,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",124701,36619,12780,17257,8291,1973,12618,16241,7268,25486,2165,52,5071,119504,71,3,,10.25,13.84,6.65,1.58,10.12,13.02,5.83,20.44,1.74
Hagadera,Kenya,40.35,0.001111,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",140767,44437,13281,16744,10115,2496,12610,15764,8281,30655,2496,,3661,137096,2,4,,9.43,11.89,7.19,1.77,8.96,11.2,5.88,21.78,1.77
Ifo,Kenya,40.3131,0.108611,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",122987,40754,11353,14659,8467,2221,11129,13927,7128,26528,2332,5,8739,113038,929,62,,9.23,11.92,6.88,1.81,9.05,11.32,5.8,21.57,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,,,13.48,15.16,5.99,1.49,13.01,13.75,4.54,18.09,1.55
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",37193,9335,5147,5473,2054,541,4784,4932,1598,6977,626,,446,36746,1,,,13.84,14.72,5.52,1.45,12.86,13.26,4.3,18.76,1.68
Kambioos,Kenya,40.393056,-0.044167,11/18/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=593.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext.pdf",10213,2188,1357,1689,655,122,1273,1434,476,1790,158,,46,10167,,,,13.29,16.54,6.41,1.19,12.46,14.04,4.66,17.53,1.55
Melkadida,Ethiopia,41.703053,4.523053,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,,,14.18,15.62,5.37,1.06,13.71,14.98,5.36,19.06,1.07
Bokolmanyo,Ethiopia,41.53275,4.546786,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/2/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=563.pdf&name=Dollo_Ado_Population_Statistics_2%20Nov.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,,,14.18,15.62,5.37,1.06,13.71,14.98,5.36,19.06,1.07
Bokolmanyo,Ethiopia,41.53275,4.546786,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Helawein,Ethiopia,41.8622,4.369878,11/4/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=575.pdf&name=Dollo_Ado_Population_Statistics_Nov%204.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,40255,9925,4934,6794,2381,432,4757,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.07,11.82,16.22,5.8,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,37855,9497,4500,6130,2497,405,4508,5876,2140,7332,382,,,,,,,11.89,16.19,6.6,1.07,11.91,15.52,5.65,19.37,1.01
Kobe,Ethiopia,41.7469,4.481,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/7/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=576.pdf&name=Dollo%20Ado%20Population%20Statistics%207%20Nov.pdf,25100,5942,3421,3830,1387,281,3328,3790,1267,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,,,14.18,15.62,5.37,1.06,13.71,14.98,5.36,19.06,1.07
Bokolmanyo,Ethiopia,41.53275,4.546786,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/9/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=578.pdf&name=Dollo%20Ado%20Population%20Statistics%209%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,,,14.18,15.62,5.37,1.06,13.71,14.98,5.36,19.06,1.07
Bokolmanyo,Ethiopia,41.53275,4.546786,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/11/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=584.pdf&name=Dollo%20Ado%20Population%20Statistics%2011%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,40155,9919,5693,6273,2158,424,5505,6014,2154,7653,431,,,,,,,14.18,15.62,5.37,1.06,13.71,14.98,5.36,19.06,1.07
Bokolmanyo,Ethiopia,41.53275,4.546786,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/10/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=583.pdf&name=Dollo%20Ado%20Population%20Statistics%2010%20Nov.pdf,25100,5943,3421,3830,1387,281,3328,3789,1268,4791,275,,,,,,,13.63,15.26,5.53,1.12,13.26,15.1,5.05,19.09,1.1
Melkadida,Ethiopia,41.703053,4.523053,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/14/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=587.pdf&name=Dollo%20Ado%20Population%20Statistics%2014%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Melkadida,Ethiopia,41.703053,4.523053,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/15/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=588.pdf&name=Dollo%20Ado%20Population%20Statistics%2015%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Melkadida,Ethiopia,41.703053,4.523053,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/16/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=592.pdf&name=Dollo%20Ado%20Population%20Statistics%2016%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Melkadida,Ethiopia,41.703053,4.523053,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/17/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=594.pdf&name=Dollo%20Ado%20Population%20Statistics%2017%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",36853,9247,5083,5427,2039,537,4730,4897,1589,6908,622,,439,36413,1,,,13.79,14.73,5.53,1.46,12.83,13.29,4.31,18.74,1.69
Kobe,Ethiopia,41.7469,4.481,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,,,13.06,19.77,9.81,0.57,12.47,17.93,14.61,6.85,0.43
Helawein,Ethiopia,41.8622,4.369878,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,7352,1617,942,1518,730,31,848,1378,1147,443,19,,,,,,,12.81,20.65,9.93,0.42,11.53,18.74,15.6,6.03,0.26
Melkadida,Ethiopia,41.703053,4.523053,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Kobe,Ethiopia,41.7469,4.481,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,25687,5851,3393,4051,1413,390,3210,3704,1195,4842,380,,,,,,,13.21,15.77,5.5,1.52,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=518.pdf&name=Dollo_Ado_Population_Statistics_18_Oct_2011.pdf,24816,5869,3381,3798,1363,277,3293,3743,1243,4747,262,,,,,,,13.62,15.3,5.49,1.12,13.27,15.08,5.01,19.13,1.06
Dagahaley,Kenya,40.2881,0.191389,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",124701,36619,12775,17261,8292,1973,12615,16243,7269,25486,2165,52,5070,119505,71,3,,10.24,13.84,6.65,1.58,10.12,13.03,5.83,20.44,1.74
Hagadera,Kenya,40.35,0.001111,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",140767,44437,13278,16745,10116,2352,12606,15765,8284,30655,2496,,3664,137093,2,4,,9.43,11.9,7.19,1.67,8.96,11.2,5.88,21.78,1.77
Ifo,Kenya,40.3131,0.108611,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",122987,40754,11349,14661,8469,2221,11126,13929,7129,26528,2332,5,8739,113038,929,62,,9.23,11.92,6.89,1.81,9.05,11.33,5.8,21.57,1.9
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",27561,6629,3716,4179,1650,411,3585,3789,1252,4987,428,,136,27425,,,,13.48,15.16,5.99,1.49,13.01,13.75,4.54,18.09,1.55
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,11/20/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=603.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%2020th%20Nov%202011.pdf",37193,9335,5147,5473,2054,541,4784,4932,1598,6977,626,,446,36746,1,,,13.84,14.72,5.52,1.45,12.86,13.26,4.3,18.76,1.68
Helawein,Ethiopia,41.8622,4.369878,11/21/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=608.pdf&name=Dollo%20Ado%20Population%20Statistics%2021%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Melkadida,Ethiopia,41.703053,4.523053,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
Kobe,Ethiopia,41.7469,4.481,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,25831,5882,3434,4051,1416,391,3284,3703,1195,4845,380,,,,,,,13.29,15.68,5.48,1.51,12.71,14.34,4.63,18.76,1.47
Helawein,Ethiopia,41.8622,4.369878,11/22/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=613.pdf&name=Dollo%20Ado%20Population%20Statistics%2022%20Nov.pdf,25851,5895,3435,4053,1416,395,3285,3705,1196,4847,381,,,,,,,13.29,15.68,5.48,1.53,12.71,14.33,4.63,18.75,1.47
Melkadida,Ethiopia,41.703053,4.523053,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,40260,9931,4935,6794,2381,434,4756,6528,2333,7746,433,,,,,,,12.26,16.88,5.91,1.08,11.81,16.21,5.79,19.24,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,11/23/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=614.pdf&name=Dollo%20Ado%20Population%20Statistics%2023%20Nov.pdf,37803,9493,4491,6124,2493,405,4492,5870,2136,7328,381,,,,,,,11.88,16.2,6.59,1.07,11.88,15.53,5.65,19.38,1.01
